t,regular,regular_dc_fast,regular_dc_slow,flag,pole,newspaper,door,football,dancing,snorkel,snorkel_flag,zomboni,dolphin,dolphin_flag,jack,balloon,digger,digger_flag,pogo,ladder,catapult,gargantuar
2409,551.292,411.452,524.145,281.959,113.023,550.242,551.292,47.254,,300.574,325.718,386.211,,,33.761,264.797,56.773,51.414,,-98.932,279.861,579.491
2410,551.16,411.256,524.034,281.531,112.714,550.154,551.16,47.161,,300.374,325.518,386.111,,,33.307,264.567,56.859,51.5,,-99.17,279.631,579.299
2411,551.027,411.076,523.928,281.121,112.406,550.066,551.027,46.851,,300.174,325.318,386.011,,,32.854,264.337,56.945,51.59,,-99.637,279.401,579.107
2412,550.894,410.945,523.833,280.711,112.098,549.978,550.894,46.54,,299.974,325.118,385.911,,,32.854,264.107,57.032,51.679,,-100.22,279.171,578.914
2413,550.762,410.771,523.694,280.3,111.789,549.89,550.762,46.23,,299.773,324.918,385.811,,,32.854,263.877,57.118,51.768,,,278.941,578.722
2414,550.629,410.588,523.583,279.89,111.442,549.802,550.629,45.92,,299.573,324.718,385.711,,,32.854,263.647,57.204,51.857,,,278.711,578.53
2415,550.548,410.42,523.432,279.48,111.096,549.723,550.496,45.61,,299.373,324.518,385.611,,,32.854,263.417,57.291,51.946,,,278.481,578.338
2416,550.548,410.244,523.298,279.266,110.787,549.644,550.364,45.3,,299.173,324.318,385.511,,,32.683,263.187,57.377,52.036,,,278.251,578.214
2417,550.548,410.109,523.191,279.052,110.479,549.565,550.231,44.989,,298.973,324.118,385.411,,,32.513,262.957,57.464,52.125,,,278.021,578.091
2418,550.548,409.944,523.069,278.838,110.171,549.485,550.099,44.245,,298.773,323.918,385.311,,,32.343,262.727,57.55,52.214,,,277.791,577.967
2419,550.548,409.773,522.96,278.624,109.862,549.406,549.966,43.5,,298.573,323.718,385.211,,,32.173,262.496,57.636,52.303,,,277.561,577.843
2420,550.548,409.635,522.828,278.41,109.554,549.327,549.833,42.756,,298.373,323.518,385.111,,,32.003,262.266,57.723,52.393,,,277.331,577.719
2421,550.548,409.501,522.711,278.196,109.246,549.248,549.701,42.011,,298.173,323.318,385.011,,,31.833,262.036,57.809,52.482,,,277.101,577.596
2422,550.548,409.357,522.58,277.982,108.899,549.169,549.568,41.266,,297.973,323.118,384.911,,,31.662,261.806,57.866,52.571,,,276.871,577.472
2423,550.548,409.175,522.466,277.768,108.552,549.089,549.435,40.522,,297.773,322.918,384.811,,,31.464,261.576,57.924,52.66,,,276.641,577.348
2424,550.548,409.019,522.315,277.553,108.244,549.01,549.303,39.777,,297.573,322.718,384.711,,,31.265,261.346,57.982,52.75,,,276.411,577.224
2425,550.548,408.872,522.178,277.339,107.935,548.931,549.17,39.033,,297.373,322.518,384.611,,,31.067,261.116,58.039,52.839,,,276.181,577.1
2426,550.548,408.7,522.054,277.125,107.627,548.852,549.037,38.288,,297.173,322.318,384.511,,,30.868,260.886,58.097,52.928,,,275.951,576.977
2427,550.548,408.526,521.946,276.911,107.319,548.764,548.905,37.574,,296.973,322.118,384.411,,,29.847,260.656,58.154,53.017,,,275.721,576.853
2428,550.548,408.341,521.824,276.697,107.01,548.676,548.772,37.103,,296.773,321.918,384.311,,,28.826,260.426,58.212,53.106,,,275.491,576.729
2429,550.548,408.192,521.686,276.483,106.702,548.588,548.64,36.632,,296.573,321.718,384.211,,,27.805,260.196,58.269,53.196,,,275.261,576.605
2430,550.548,408.033,521.541,276.269,106.355,548.5,548.507,36.16,,296.373,321.518,384.111,,,26.784,259.966,58.327,53.285,,,275.031,576.482
2431,550.548,407.899,521.415,276.055,106.008,548.412,548.374,35.697,,296.173,321.318,384.01,,,26.114,259.736,58.385,53.374,,,274.801,576.358
2432,550.548,407.735,521.312,275.841,105.7,548.324,548.242,35.603,,295.973,321.118,383.91,,,25.945,259.506,58.442,53.463,,,274.571,576.234
2433,550.548,407.59,521.192,275.627,105.391,548.236,548.109,35.51,,295.773,320.918,383.81,,,25.775,259.275,58.5,53.553,,,274.341,576.11
2434,550.548,407.405,521.04,275.431,105.083,548.148,547.976,35.416,,295.573,320.718,383.71,,,25.606,259.045,58.557,53.642,,,274.111,575.986
2435,550.548,407.205,520.934,275.235,104.775,548.06,547.844,35.322,,295.373,320.518,383.61,,,25.437,258.815,58.615,53.731,,,273.881,575.863
2436,550.548,407.063,520.833,275.038,104.466,547.972,547.711,35.228,,295.173,320.318,383.51,,,25.239,258.585,58.672,53.82,,,273.651,575.739
2437,550.548,406.883,520.721,274.842,104.158,547.884,547.579,35.135,,294.973,320.118,383.41,,,25.042,258.355,58.73,53.91,,,273.421,575.615
2438,550.548,406.685,520.582,274.646,103.811,547.796,547.446,35.041,,294.773,319.918,383.31,,,24.844,258.125,58.788,53.999,,,273.191,575.491
2439,550.548,406.538,520.458,274.414,103.464,547.708,547.313,34.947,,294.573,319.718,383.21,,,24.647,257.895,58.845,54.088,,,272.961,575.367
2440,550.548,406.379,520.348,274.182,103.156,547.62,547.181,34.853,,294.373,319.518,383.11,,,23.837,257.665,58.903,54.177,,,272.73,575.239
2441,550.548,406.232,520.229,273.95,102.848,547.531,547.048,34.385,,294.173,319.318,383.01,,,22.822,257.435,58.96,54.266,,,272.5,575.111
2442,550.548,406.077,520.096,273.719,102.539,547.443,546.915,33.916,,293.973,319.118,382.91,,,21.807,257.205,59.018,54.356,,,272.27,574.983
2443,550.548,405.898,519.997,273.487,102.231,547.355,546.783,33.447,,293.773,318.918,382.81,,,21.451,256.975,59.075,54.445,,,272.04,574.855
2444,550.548,405.761,519.882,273.255,101.923,547.267,546.66,33.067,,293.573,318.718,382.71,,,21.451,256.745,59.133,54.534,,,271.81,574.727
2445,550.548,405.569,519.763,273.059,101.614,547.179,546.538,32.973,,293.373,318.518,382.61,,,21.196,256.515,59.191,54.623,,,271.58,574.599
2446,550.548,405.394,519.648,272.862,101.267,547.091,546.415,32.88,,293.173,318.318,382.51,,,20.941,256.285,59.248,54.713,,,271.35,574.471
2447,550.548,405.241,519.533,272.666,100.921,547.003,546.293,32.786,,292.973,318.118,382.41,,,20.685,256.054,59.306,54.799,,,271.12,574.343
2448,550.548,405.102,519.386,272.47,100.612,546.915,546.171,32.693,,292.773,317.918,382.31,,,20.43,255.824,59.363,54.885,,,270.89,574.215
2449,550.458,404.939,519.242,272.274,100.304,546.827,546.048,32.226,,292.573,317.718,382.21,,,20.146,255.594,59.421,54.972,,,270.66,574.087
2450,550.458,404.762,519.125,272.078,99.996,546.643,545.926,31.759,,292.373,317.518,382.11,,,19.863,255.364,59.478,55.058,,,270.43,573.959
2451,550.458,404.61,519.021,271.864,99.687,546.458,545.803,31.292,,292.173,317.318,382.01,,,19.579,255.134,59.536,55.144,,,270.2,573.831
2452,550.458,404.466,518.874,271.65,99.379,546.273,545.681,31.158,,291.973,317.118,381.91,,,19.295,254.904,59.594,55.231,,,269.97,573.703
2453,550.458,404.335,518.735,271.435,99.071,546.088,545.558,30.692,,291.773,316.918,381.81,,,19.012,254.674,59.651,55.317,,,269.74,573.575
2454,550.458,404.194,518.588,271.221,98.724,545.903,545.426,30.563,,291.573,316.718,381.71,,,18.728,254.444,59.709,55.403,,,269.51,573.447
2455,550.458,404.053,518.454,271.007,98.377,545.719,545.293,30.47,,291.373,316.518,381.61,,,18.444,254.214,59.766,55.49,,,269.28,573.319
2456,550.458,403.866,518.321,270.793,98.068,545.534,545.192,30.377,,291.173,316.318,381.51,,,18.161,253.984,59.824,55.576,,,269.05,573.191
2457,550.458,403.694,518.213,270.579,97.76,545.349,545.192,30.284,,290.973,316.118,381.41,,,17.65,253.754,59.878,55.662,,,268.82,573.063
2458,550.296,403.528,518.108,270.365,97.452,545.164,545.181,29.819,,290.773,315.918,381.31,,,17.14,253.524,59.933,55.749,,,268.59,572.935
2459,550.296,403.363,517.996,270.151,97.143,544.979,545.171,29.353,,290.573,315.718,381.21,,,16.629,253.294,59.988,55.835,,,268.36,572.806
2460,550.159,403.175,517.866,270.114,96.835,544.794,545.161,28.888,,290.373,315.518,381.11,,,16.09,253.064,60.043,55.921,,,268.13,572.678
2461,549.94,402.995,517.714,270.114,96.527,544.61,545.15,28.423,,290.173,315.318,381.01,,,15.551,252.834,60.097,56.008,,,267.9,572.55
2462,549.721,402.791,517.575,270.114,96.18,544.416,545.14,27.957,,289.973,315.118,380.91,,,15.012,252.604,60.152,56.094,,,267.67,572.422
2463,549.593,402.64,517.43,270.094,95.833,544.222,545.129,27.492,,289.773,314.918,380.81,,,14.473,252.374,60.207,56.181,,,267.44,572.294
2464,549.593,402.479,517.278,270.074,95.525,544.029,545.119,27.027,,289.573,314.718,380.71,,,14.473,252.144,60.261,56.267,,,267.21,572.166
2465,549.593,402.314,517.135,270.054,95.216,543.835,545.109,26.561,,289.373,314.518,380.61,,,14.473,251.913,60.316,56.353,,,266.98,572.038
2466,549.593,402.133,516.994,270.034,94.908,543.642,545.098,26.096,,289.173,314.318,380.51,,,14.473,251.683,60.371,56.44,,,266.75,571.91
2467,549.593,401.948,516.861,270.014,94.6,543.448,545.088,25.631,,288.973,314.117,380.41,,,14.473,251.453,60.425,56.526,,,266.52,571.782
2468,549.593,401.788,516.754,269.994,94.291,543.254,545.088,25.165,,288.773,313.917,380.31,,,14.473,251.223,60.48,56.612,,,266.29,571.654
2469,549.593,401.595,516.608,269.974,93.983,543.061,545.088,24.7,,288.573,313.717,380.21,,,14.473,250.993,60.535,56.699,,,266.06,571.526
2470,549.593,401.444,516.479,269.954,93.636,542.867,545.088,24.234,,288.373,313.517,380.11,,,14.473,250.763,60.589,56.785,,,265.83,571.398
2471,549.593,401.31,516.327,269.934,93.289,542.674,545.088,23.769,,288.173,313.317,380.01,,,14.473,250.533,60.644,56.871,,,265.6,571.27
2472,549.374,401.114,516.217,269.915,92.981,542.48,545.088,23.626,,287.973,313.117,379.91,,,14.02,250.303,60.699,56.958,,,265.37,571.142
2473,549.264,400.941,516.113,269.555,92.673,542.286,545.088,23.532,,287.773,312.917,379.81,,,13.566,250.073,60.753,57.044,,,265.14,571.014
2474,549.045,400.812,515.966,269.196,92.364,542.093,545.088,23.438,,287.573,312.717,379.71,,,13.112,249.843,60.808,57.13,,,264.91,570.886
2475,548.826,400.664,515.83,268.837,92.056,541.899,545.088,23.344,,287.373,312.517,379.61,,,12.658,249.613,60.863,57.217,,,264.68,570.758
2476,548.608,400.483,515.717,268.477,91.748,541.706,545.088,23.25,,287.173,312.317,379.51,,,12.204,249.383,60.918,57.303,,,264.45,570.63
2477,548.389,400.284,515.615,268.118,91.439,541.512,545.088,22.935,,286.973,312.117,379.41,,,11.75,249.153,60.972,57.389,,,264.22,570.502
2478,548.17,400.081,515.475,267.779,91.092,541.318,545.078,22.621,,286.773,311.917,379.31,,,11.297,248.923,61.027,57.476,,,263.99,570.373
2479,547.951,399.942,515.334,267.439,90.746,541.125,545.067,22.307,,286.573,311.717,379.21,,,11.297,248.693,61.082,57.562,,,263.76,570.245
2480,547.732,399.793,515.216,267.1,90.437,540.931,545.057,21.993,,286.373,311.517,379.11,,,11.297,248.463,61.136,57.648,,,263.53,570.117
2481,547.514,399.613,515.11,266.761,90.129,540.738,545.046,21.679,,286.173,311.317,379.01,,,11.297,248.233,61.191,57.735,,,263.3,569.989
2482,547.295,399.461,515.007,266.421,89.821,540.544,545.036,21.365,,285.973,311.117,378.91,,,11.297,248.002,61.246,57.821,,,263.07,569.861
2483,547.076,399.286,514.858,266.062,89.512,540.35,545.026,21.2,,285.773,310.917,378.81,,,11.126,247.772,61.3,57.879,,,262.84,569.733
2484,546.857,399.107,514.741,265.703,89.204,540.157,545.015,21.106,,285.573,310.717,378.71,,,10.956,247.542,61.355,57.936,,,262.61,569.605
2485,546.638,398.947,514.626,265.344,88.896,539.972,545.005,21.012,,285.373,310.517,378.61,,,10.786,247.312,61.41,57.994,,,262.38,569.477
2486,546.419,398.792,514.519,264.984,88.549,539.787,544.995,20.919,,285.173,310.317,378.51,,,10.616,247.082,61.464,58.051,,,262.15,569.349
2487,546.201,398.634,514.402,264.625,88.202,539.602,544.984,20.825,,284.973,310.117,378.41,,,10.446,246.852,61.519,58.109,,,261.92,569.221
2488,545.982,398.487,514.258,264.266,87.893,539.417,544.974,20.731,,284.773,309.917,378.31,,,10.275,246.622,61.574,58.167,,,261.69,569.097
2489,545.763,398.327,514.163,263.906,87.585,539.233,544.963,20.637,,284.573,309.717,378.21,,,10.105,246.392,61.628,58.224,,,261.46,568.973
2490,545.544,398.15,514.014,263.547,87.277,539.048,544.953,20.325,,284.373,309.517,378.11,,,9.907,246.162,61.683,58.282,,,261.23,568.85
2491,545.325,398.013,513.903,263.188,86.968,538.863,544.943,20.012,,284.173,309.317,378.01,,,9.708,245.932,61.738,58.339,,,261,568.726
2492,545.107,397.875,513.8,262.829,86.66,538.678,544.932,19.7,,283.973,309.117,377.91,,,9.51,245.702,61.793,58.397,,,260.77,568.602
2493,544.922,397.737,513.682,262.481,86.352,538.493,544.922,19.388,,283.773,308.917,377.81,,,9.311,245.472,61.85,58.454,,,260.54,568.478
2494,544.912,397.579,513.572,262.231,86.005,538.309,544.912,19.075,,283.573,308.717,377.71,,,8.29,245.242,61.908,58.512,,,260.31,568.355
2495,544.901,397.374,513.462,261.982,85.658,538.124,544.901,18.763,,283.372,308.517,377.61,,,7.269,245.012,61.965,58.57,,,260.08,568.231
2496,544.891,397.239,513.366,261.732,85.35,537.93,544.891,18.586,,283.172,308.317,377.51,,,6.248,244.782,62.023,58.627,,,259.85,568.107
2497,544.88,397.093,513.254,261.482,85.041,537.737,544.88,18.493,,282.972,308.117,377.41,,,5.227,244.552,62.08,58.685,,,259.62,567.983
2498,544.694,396.946,513.114,261.233,84.733,537.543,544.694,18.399,,282.772,307.917,377.31,,,4.25,244.322,62.138,58.742,,,259.39,567.859
2499,544.508,396.77,512.969,260.983,84.425,537.349,544.508,18.088,,282.572,307.717,377.21,,,4.081,244.092,62.196,58.8,,,259.16,567.736
2500,544.47,396.57,512.85,260.733,84.116,537.156,544.47,17.776,,282.372,307.517,377.11,,,3.912,243.861,62.253,58.857,,,258.93,567.612
2501,544.46,396.436,512.714,260.483,83.808,536.962,544.46,17.465,,282.172,307.317,377.01,,,3.743,243.631,62.311,58.915,,,258.7,567.488
2502,544.45,396.238,512.608,260.234,83.461,536.769,544.45,17.154,,281.972,307.117,376.91,,,3.573,243.401,62.368,58.973,,,258.47,567.364
2503,544.439,396.049,512.503,260.002,83.114,536.575,544.439,16.842,,281.772,306.917,376.81,,,3.404,243.171,62.426,59.03,,,258.24,567.241
2504,544.429,395.909,512.396,259.77,82.806,536.381,544.429,16.531,,281.572,306.717,376.71,,,3.207,242.941,62.483,59.088,,,258.01,567.117
2505,544.419,395.774,512.248,259.538,82.498,536.188,544.419,15.858,,281.372,306.517,376.61,,,3.009,242.711,62.541,59.145,,,257.78,566.993
2506,544.408,395.582,512.145,259.306,82.189,535.994,544.408,15.765,,281.172,306.317,376.51,,,2.812,242.481,62.598,59.203,,,257.55,566.869
2507,544.398,395.43,512.017,259.074,81.881,535.801,544.398,15.672,,280.972,306.117,376.41,,,2.403,242.251,62.656,59.26,,,257.32,566.745
2508,544.388,395.265,511.919,258.825,81.573,535.66,544.388,15.362,,280.772,305.917,376.31,,,1.388,242.021,62.714,59.318,,,257.09,566.622
2509,544.326,395.136,511.771,258.575,81.264,535.519,544.326,15.052,,280.572,305.717,376.21,,,0.372,241.791,62.771,59.375,,,256.86,566.498
2510,544.315,394.956,511.659,258.325,80.917,535.378,544.315,14.741,,280.372,305.517,376.11,,,-0.106,241.561,62.829,59.433,,,256.63,566.374
2511,544.305,394.811,511.54,258.075,80.57,535.237,544.305,14.431,,280.172,305.317,376.01,,,-0.106,241.331,62.886,59.491,,,256.4,566.25
2512,544.295,394.633,511.394,257.826,80.262,535.096,544.295,14.121,,279.972,305.117,375.91,,,-0.361,241.101,62.944,59.548,,,256.17,566.122
2513,544.285,394.436,511.285,257.576,79.954,534.956,544.285,13.811,,279.772,304.917,375.81,,,-0.616,240.871,63.001,59.606,,,255.94,565.994
2514,544.275,394.285,511.145,257.326,79.645,534.815,544.275,13.5,,279.572,304.717,375.71,,,-0.872,240.641,63.059,59.663,,,255.71,565.866
2515,544.264,394.154,511.036,257.076,79.337,534.674,544.264,12.756,,279.372,304.517,375.61,,,-1.127,240.411,63.117,59.721,,,255.48,565.738
2516,544.254,393.971,510.928,256.827,79.029,534.533,544.254,12.011,,279.172,304.317,375.51,,,-1.411,240.181,63.174,59.778,,,255.25,565.61
2517,544.244,393.788,510.827,256.577,78.72,534.392,544.244,11.267,,278.972,304.117,375.41,,,-1.694,239.951,63.232,59.836,,,255.02,565.482
2518,544.234,393.636,510.682,256.327,78.374,534.252,544.234,10.522,,278.772,303.917,375.31,,,-1.978,239.72,63.289,59.891,,,254.79,565.354
2519,544.224,393.484,510.568,256.078,78.027,534.111,544.224,9.777,,278.572,303.717,375.21,,,-2.262,239.49,63.347,59.945,,,254.56,565.226
2520,544.213,393.295,510.434,255.828,77.718,533.97,544.213,9.033,,278.372,303.517,375.11,,,-2.545,239.26,63.404,60,,,254.329,565.098
2521,544.203,393.15,510.293,255.578,77.41,533.829,544.203,8.288,,278.172,303.317,375.01,,,-2.829,239.03,63.462,60.055,,,254.099,564.97
2522,544.193,392.958,510.191,255.328,77.102,533.688,544.193,7.544,,277.972,303.117,374.91,,,-3.113,238.8,63.52,60.109,,,253.869,564.842
2523,544.183,392.789,510.094,255.079,76.793,533.548,544.183,6.799,,277.772,302.917,374.81,,,-3.396,238.57,63.577,60.164,,,253.639,564.714
2524,544.173,392.609,509.996,254.829,76.485,533.407,544.173,6.055,,277.572,302.717,374.71,,,-3.907,238.34,63.635,60.219,,,253.409,564.586
2525,544.167,392.417,509.879,254.579,76.177,533.266,544.167,5.532,,277.372,302.517,374.61,,,-4.417,238.11,63.692,60.274,,,253.179,564.458
2526,544.167,392.241,509.76,254.312,75.83,533.125,544.167,5.227,,277.172,302.317,374.51,,,-4.928,237.88,63.75,60.328,,,252.949,564.33
2527,544.167,392.052,509.613,254.044,75.483,532.984,544.167,5.134,,276.972,302.117,374.41,,,-5.467,237.65,63.807,60.383,,,252.719,564.201
2528,544.167,391.918,509.516,253.777,75.175,532.844,544.167,5.04,,276.772,301.917,374.31,,,-6.006,237.42,63.865,60.438,,,252.489,564.073
2529,544.167,391.773,509.366,253.509,74.866,532.703,544.167,4.946,,276.572,301.717,374.21,,,-6.545,237.19,63.92,60.492,,,252.259,563.945
2530,544.148,391.579,509.248,253.241,74.558,532.562,544.148,4.853,,276.372,301.517,374.11,,,-7.084,236.96,63.974,60.547,,,252.029,563.817
2531,544.148,391.396,509.098,252.992,74.25,532.421,544.148,4.759,,276.172,301.317,374.01,,,-7.084,236.73,64.029,60.602,,,251.799,563.689
2532,544.148,391.268,508.957,252.742,73.941,532.28,544.148,4.665,,275.972,301.117,373.91,,,-7.084,236.5,64.084,60.656,,,251.569,563.561
2533,544.148,391.133,508.832,252.492,73.633,532.14,544.148,4.571,,275.772,300.917,373.81,,,-7.084,236.27,64.138,60.711,,,251.339,563.433
2534,544.148,390.978,508.733,252.242,73.286,531.999,544.148,4.478,,275.572,300.717,373.71,,,-7.084,236.04,64.193,60.766,,,251.109,563.305
2535,544.148,390.797,508.619,251.993,72.939,531.858,544.148,4.384,,275.372,300.517,373.61,,,-7.084,235.809,64.248,60.82,,,250.879,563.177
2536,544.148,390.618,508.516,251.743,72.631,531.717,544.148,4.29,,275.172,300.317,373.51,,,-7.084,235.579,64.302,60.875,,,250.649,562.989
2537,544.148,390.467,508.371,251.6,72.323,531.576,544.148,3.821,,274.972,300.117,373.41,,,-7.084,235.349,64.357,60.93,,,250.419,562.801
2538,544.148,390.301,508.221,251.458,72.014,531.435,544.148,3.353,,274.772,299.917,373.31,,,-7.248,235.119,64.412,60.984,,,250.189,562.614
2539,544.148,390.12,508.105,251.315,71.706,531.295,544.148,2.884,,274.572,299.717,373.21,,,-7.702,234.889,64.467,61.039,,,249.959,562.426
2540,543.903,389.991,507.993,251.172,71.398,531.154,543.903,2.415,,274.372,299.517,373.11,,,-8.156,234.659,64.521,61.094,,,249.729,562.238
2541,543.737,389.822,507.882,251.03,71.089,531.013,543.737,2.05,,274.172,299.317,373.01,,,-8.609,234.429,64.576,61.149,,,249.499,562.05
2542,543.737,389.687,507.785,250.887,70.742,530.872,543.737,1.957,,273.972,299.117,372.91,,,-9.063,234.199,64.631,61.203,,,249.269,561.862
2543,543.737,389.483,507.646,250.726,70.395,530.731,543.737,1.863,,273.772,298.917,372.81,,,-9.517,233.969,64.685,61.258,,,249.039,561.675
2544,543.492,389.324,507.494,250.566,70.087,530.591,543.492,1.77,,273.572,298.717,372.71,,,-9.971,233.739,64.74,61.313,,,248.809,561.487
2545,543.247,389.186,507.375,250.405,69.779,530.45,543.247,1.303,,273.372,298.517,372.61,,,-10.425,233.509,64.795,61.367,,,248.579,561.299
2546,543.003,388.985,507.252,250.245,69.47,530.309,543.003,0.836,,273.172,298.317,372.51,,,-10.425,233.279,64.849,61.422,,,248.349,561.111
2547,542.758,388.824,507.106,250.084,69.162,530.168,542.758,0.368,,272.972,298.117,372.41,,,-10.425,233.049,64.904,61.477,,,248.119,560.923
2548,542.513,388.674,507.008,249.924,68.854,530.027,542.513,0.156,,272.772,297.917,372.31,,,-10.425,232.819,64.959,61.531,,,247.889,560.736
2549,542.268,388.473,506.859,249.763,68.545,529.887,542.268,0.062,,272.572,297.716,372.21,,,-10.425,232.589,65.013,61.586,,,247.659,560.548
2550,542.023,388.316,506.756,249.603,68.199,529.746,542.023,-0.181,,272.372,297.516,372.11,,,-10.595,232.359,65.068,61.641,,,247.429,560.36
2551,541.778,388.186,506.617,249.442,67.852,529.605,541.778,-0.274,,272.172,297.316,372.01,,,-10.765,232.129,65.123,61.695,,,247.199,560.172
2552,541.533,387.984,506.514,249.281,67.543,529.464,541.533,-0.367,,271.972,297.116,371.91,,,-10.935,231.899,65.177,61.75,,,246.969,559.984
2553,541.288,387.821,506.393,249.121,67.235,529.323,541.288,-0.46,,271.772,296.916,371.81,,,-11.105,231.668,65.232,61.805,,,246.739,559.797
2554,541.044,387.644,506.246,248.978,66.927,529.183,541.044,-0.553,,271.572,296.716,371.71,,,-11.276,231.438,65.287,61.862,,,246.509,559.609
2555,540.799,387.463,506.135,248.836,66.618,529.042,540.799,-1.019,,271.372,296.516,371.61,,,-11.446,231.208,65.342,61.92,,,246.279,559.421
2556,540.554,387.273,506.036,248.693,66.31,528.901,540.554,-1.484,,271.172,296.316,371.51,,,-11.616,230.978,65.396,61.977,,,246.049,559.233
2557,540.309,387.072,505.903,248.55,66.002,528.76,540.309,-1.949,,270.972,296.116,371.41,,,-11.815,230.748,65.451,62.035,,,245.819,559.045
2558,540.064,386.88,505.764,248.407,65.655,528.619,540.064,-2.415,,270.772,295.916,371.31,,,-12.013,230.518,65.506,62.093,,,245.589,558.858
2559,539.819,386.711,505.637,248.265,65.308,528.479,539.819,-2.88,,270.572,295.716,371.21,,,-12.212,230.288,65.56,62.15,,,245.358,558.67
2560,539.574,386.58,505.504,248.247,65,528.338,539.574,-3.345,,270.372,295.516,371.11,,,-12.41,230.058,65.615,62.208,,,245.128,558.482
2561,539.329,386.411,505.368,248.229,64.691,528.197,539.329,-3.811,,270.172,295.316,371.01,,,-13.431,229.828,65.67,62.265,,,244.898,558.294
2562,539.085,386.218,505.264,248.211,64.383,528.056,539.085,-4.276,,269.972,295.116,370.91,,,-14.452,229.598,65.724,62.323,,,244.668,558.106
2563,538.84,386.015,505.124,248.193,64.075,527.915,538.84,-4.742,,269.772,294.916,370.81,,,-15.474,229.368,65.779,62.38,,,244.438,557.919
2564,538.605,385.84,504.998,248.176,63.766,527.774,538.605,-5.207,,269.572,294.716,370.71,,,-16.495,229.138,65.811,62.438,,,244.208,557.731
2565,538.37,385.635,504.87,248.158,63.458,527.634,538.37,-5.672,,269.372,294.516,370.61,,,-17.203,228.908,65.842,62.496,,,243.978,557.543
2566,538.136,385.456,504.774,248.122,63.111,527.572,538.136,-6.138,,269.172,294.316,370.51,,,-17.611,228.678,65.874,62.553,,,243.748,557.355
2567,537.901,385.272,504.672,248.086,62.764,527.51,537.901,-6.603,,268.972,294.116,370.41,,,-17.78,228.448,65.906,62.611,,,243.518,557.167
2568,537.666,385.117,504.54,248.051,62.456,527.449,537.666,-7.068,,268.772,293.916,370.31,,,-17.978,228.218,65.937,62.668,,,243.288,556.979
2569,537.432,384.979,504.416,248.015,62.147,527.387,537.432,-7.19,,268.572,293.716,370.21,,,-18.175,227.988,65.969,62.726,,,243.058,556.792
2570,537.197,384.799,504.264,247.979,61.839,527.326,537.197,-7.284,,268.372,293.516,370.11,,,-18.373,227.757,66.001,62.783,,,242.828,556.604
2571,536.962,384.598,504.159,247.944,61.531,527.264,536.962,-7.378,,268.172,293.316,370.01,,,-18.571,227.527,66.032,62.841,,,242.598,556.416
2572,536.728,384.459,504.058,247.926,61.222,527.203,536.728,-7.692,,267.972,293.116,369.91,,,-19.162,227.297,66.064,62.899,,,242.368,556.228
2573,536.493,384.305,503.92,247.908,60.914,527.141,536.493,-8.007,,267.772,292.916,369.81,,,-19.36,227.067,66.096,62.956,,,242.138,556.04
2574,536.295,384.177,503.788,247.89,60.567,527.079,536.295,-8.321,,267.572,292.716,369.71,,,-19.718,226.837,66.127,63.014,,,241.908,555.853
2575,536.111,384.029,503.69,247.872,60.22,527.018,536.111,-8.635,,267.372,292.516,369.61,,,-20.733,226.607,66.159,63.071,,,241.678,555.665
2576,535.927,383.855,503.538,247.854,59.912,526.956,535.927,-8.949,,267.172,292.316,369.51,,,-21.748,226.377,66.191,63.129,,,241.448,555.477
2577,535.744,383.689,503.426,247.837,59.604,526.895,535.744,-9.176,,266.971,292.116,369.41,,,-21.827,226.147,66.222,63.186,,,241.218,555.289
2578,535.56,383.492,503.312,247.819,59.295,526.833,535.56,-9.27,,266.771,291.916,369.31,,,-21.827,225.917,66.254,63.244,,,240.988,555.101
2579,535.376,383.332,503.188,247.801,58.987,526.771,535.376,-9.364,,266.571,291.716,369.21,,,-22.082,225.687,66.286,63.302,,,240.758,554.914
2580,535.193,383.16,503.066,247.783,58.679,526.71,535.193,-9.457,,266.371,291.516,369.11,,,-22.338,225.457,66.317,63.359,,,240.528,554.726
2581,535.009,382.984,502.918,247.765,58.37,526.648,535.009,-9.551,,266.171,291.316,369.01,,,-22.593,225.227,66.349,63.417,,,240.298,554.538
2582,534.825,382.786,502.769,247.747,58.024,526.587,534.825,-9.645,,265.971,291.116,368.91,,,-22.848,224.997,66.381,63.474,,,240.068,554.35
2583,534.642,382.584,502.669,247.747,57.677,526.525,534.642,-9.739,,265.771,290.916,368.81,,,-23.132,224.767,66.412,63.532,,,239.838,554.162
2584,534.468,382.448,502.551,247.747,57.368,526.464,534.468,-9.832,,265.571,290.716,368.71,,,-23.416,224.537,66.444,63.589,,,239.608,553.975
2585,534.295,382.275,502.45,247.747,57.06,526.402,534.295,-9.926,,265.371,290.516,368.61,,,-23.699,224.307,66.476,63.647,,,239.378,553.787
2586,534.121,382.145,502.306,247.747,56.752,526.34,534.121,-10.239,,265.171,290.316,368.51,,,-23.983,224.077,66.507,63.705,,,239.148,553.599
2587,533.948,381.973,502.192,247.747,56.443,526.279,533.948,-10.551,,264.971,290.116,368.41,,,-24.267,223.847,66.539,63.762,,,238.918,553.411
2588,533.774,381.813,502.076,247.747,56.135,526.217,533.774,-10.863,,264.771,289.916,368.31,,,-24.55,223.616,66.571,63.82,,,238.688,553.223
2589,533.601,381.635,501.979,247.747,55.827,526.147,533.601,-11.176,,264.571,289.716,368.21,,,-24.834,223.386,66.602,63.877,,,238.458,553.036
