t,regular,regular_dc_fast,regular_dc_slow,flag,pole,newspaper,door,football,dancing,snorkel,snorkel_flag,zomboni,dolphin,dolphin_flag,jack,balloon,digger,digger_flag,pogo,ladder,catapult,gargantuar
1531,504.356,501.837,558.637,471.514,366.955,504.647,504.356,262.748,,450.616,474.98,484.214,,,253.775,213.537,10,10,91.037,172.884,258.537,562.308
1532,504.225,501.638,558.494,471.264,366.6,504.336,504.225,262.653,,450.416,474.78,484.072,,,253.573,213.167,10,10,90.587,172.749,258.167,562.102
1533,504.107,501.456,558.367,471.015,366.245,504.025,504.107,262.557,,450.216,474.58,483.93,,,252.537,212.797,10,10,90.137,172.613,257.797,561.896
1534,503.894,501.288,558.212,470.765,365.93,503.714,503.894,262.461,,450.016,474.38,483.788,,,251.5,212.427,10,10,89.687,172.478,257.427,561.69
1535,503.682,501.104,558.03,470.515,365.615,503.403,503.682,262.365,,449.815,474.18,483.647,,,250.464,212.057,10,10,89.237,172.342,257.057,561.484
1536,503.47,500.903,557.887,470.266,365.299,503.092,503.47,262.27,,449.615,473.979,483.505,,,249.428,211.688,10,10,88.787,172.234,256.688,561.278
1537,503.258,500.723,557.728,470.016,364.984,502.781,503.258,262.174,,449.415,473.779,483.363,,,248.391,211.318,10,10,88.337,172.126,256.318,561.072
1538,503.046,500.589,557.543,469.766,364.669,502.47,503.046,262.078,,449.215,473.579,483.222,,,247.355,210.948,10,10,87.887,172.017,255.948,560.866
1539,502.833,500.413,557.352,469.516,364.314,502.159,502.833,261.982,,449.015,473.379,483.08,,,246.318,210.578,10,10,87.437,171.882,255.578,560.66
1540,502.621,500.21,557.16,469.267,363.96,501.848,502.621,261.887,,448.815,473.179,482.939,,,245.282,210.208,10,10,86.987,171.746,255.208,560.454
1541,502.605,499.986,557.004,469.017,363.605,501.537,502.605,261.791,,448.615,472.979,482.798,,,244.994,209.838,10,10,86.537,171.611,254.838,560.249
1542,502.589,499.844,556.806,468.767,363.29,501.226,502.589,261.695,,448.415,472.779,482.657,,,244.706,209.468,10,10,86.087,171.476,254.468,560.043
1543,502.572,499.638,556.624,468.517,362.974,500.915,502.572,261.216,,448.215,472.579,482.516,,,244.418,209.098,10,10,85.637,171.476,254.098,559.837
1544,502.556,499.439,556.484,468.25,362.659,500.604,502.556,260.737,,448.015,472.379,482.375,,,244.131,208.728,10,10,85.187,171.476,253.728,559.631
1545,502.54,499.271,556.336,467.982,362.344,500.292,502.54,260.259,,447.815,472.179,482.234,,,243.843,208.358,10,10,84.737,171.476,253.358,559.425
1546,502.523,499.131,556.143,467.715,362.028,499.981,502.523,259.78,,447.615,471.979,482.093,,,243.555,207.988,10,10,84.287,171.476,252.988,559.219
1547,502.507,498.944,555.983,467.447,361.674,499.684,502.507,259.301,,447.415,471.779,481.952,,,243.267,207.618,10,10,83.837,171.476,252.618,559.02
1548,502.491,498.764,555.848,467.18,361.319,499.388,502.491,258.822,,447.215,471.579,481.812,,,243.267,207.248,10,10,83.387,171.476,252.248,558.821
1549,502.474,498.595,555.72,466.884,360.964,499.091,502.474,258.344,,447.015,471.379,481.671,,,243.267,206.878,10,10,82.937,171.476,251.878,558.622
1550,502.458,498.404,555.537,466.525,360.649,498.794,502.458,257.865,,446.815,471.179,481.531,,,243.267,206.508,10,10,82.487,171.476,251.508,558.423
1551,502.442,498.211,555.361,466.166,360.334,498.497,502.442,257.386,,446.615,470.979,481.39,,,243.267,206.138,10,10,82.037,171.476,251.138,558.224
1552,502.425,498.029,555.217,465.807,360.018,498.2,502.425,256.907,,446.415,470.779,481.25,,,243.008,205.768,10,10,81.587,171.476,250.768,558.025
1553,502.425,497.842,555.036,465.447,359.703,497.903,502.425,256.429,,446.215,470.579,481.109,,,242.749,205.398,10,10,81.137,171.334,250.398,557.826
1554,502.425,497.666,554.906,465.088,359.388,497.592,502.425,255.95,,446.015,470.379,480.969,,,242.49,205.028,10,10,80.687,170.776,250.028,557.627
1555,502.425,497.477,554.752,464.729,359.033,497.281,502.425,255.471,,445.815,470.179,480.828,,,242.202,204.658,10,10,80.237,170.245,249.658,557.428
1556,502.425,497.275,554.599,464.369,358.678,496.97,502.425,254.992,,445.615,469.979,480.688,,,241.914,204.288,10,10,79.787,169.714,249.288,557.229
1557,502.425,497.064,554.399,464.03,358.363,496.659,502.425,254.514,,445.415,469.779,480.548,,,241.626,203.918,10,10,79.337,169.183,248.918,557.029
1558,502.425,496.93,554.258,463.691,358.048,496.348,502.425,254.035,,445.215,469.579,480.408,,,241.338,203.548,10,10,78.887,168.652,248.548,556.83
1559,502.409,496.773,554.105,463.351,357.733,496.036,502.409,253.556,,445.015,469.379,480.268,,,241.05,203.178,10,10,78.437,168.519,248.178,556.631
1560,502.393,496.56,553.921,463.012,357.417,495.725,502.393,253.077,,444.815,469.179,480.128,,,240.762,202.808,10,10,77.987,168.386,247.808,556.432
1561,502.376,496.379,553.763,462.673,357.102,495.499,502.376,252.599,,444.615,468.979,479.988,,,240.475,202.438,10,10,77.537,168.254,247.438,556.233
1562,502.36,496.185,553.585,462.314,356.787,495.273,502.36,252.12,,444.415,468.779,479.849,,,240.187,202.068,10,10,77.087,168.121,247.068,556.027
1563,502.344,496,553.408,461.954,356.432,495.047,502.344,251.641,,444.215,468.579,479.709,,,239.669,201.698,10,10,76.637,167.988,246.698,555.821
1564,502.327,495.809,553.222,461.595,356.077,494.82,502.327,251.162,,444.015,468.379,479.57,,,239.15,201.328,10,10,76.187,167.855,246.328,555.616
1565,502.311,495.627,553.049,461.236,355.762,494.594,502.311,250.684,,443.815,468.179,479.43,,,238.632,200.958,10,10,75.737,167.723,245.958,555.41
1566,502.311,495.457,552.901,460.876,355.447,494.368,502.311,250.205,,443.615,467.979,479.291,,,238.085,200.588,10,10,75.287,167.59,245.588,555.204
1567,502.311,495.273,552.755,460.517,355.132,494.142,502.311,249.726,,443.415,467.779,479.151,,,237.538,200.218,10,10,74.837,167.484,245.218,554.998
1568,502.311,495.055,552.614,460.158,354.816,493.916,502.311,249.247,,443.215,467.579,479.012,,,236.991,199.848,10,10,74.387,167.377,244.848,554.792
1569,502.311,494.841,552.433,459.799,354.501,493.689,502.311,249.152,,443.015,467.379,478.872,,,236.444,199.478,10,10,73.937,167.271,244.478,554.586
1570,502.311,494.656,552.297,459.439,354.146,493.463,502.311,249.056,,442.815,467.179,478.733,,,236.444,199.108,10,10,73.487,167.138,244.108,554.38
1571,502.311,494.439,552.132,459.08,353.792,493.237,502.311,248.96,,442.615,466.979,478.594,,,236.444,198.738,10,10,73.037,167.006,243.738,554.174
1572,502.295,494.268,551.929,458.721,353.437,493.011,502.295,248.879,,442.415,466.779,478.455,,,236.444,198.368,10,10,72.587,166.873,243.368,553.968
1573,502.278,494.092,551.776,458.361,353.122,492.784,502.278,248.815,,442.215,466.579,478.316,,,236.444,197.998,10,10,72.137,166.74,242.998,553.762
1574,502.262,493.944,551.592,458.002,352.806,492.558,502.262,248.751,,442.015,466.379,478.177,,,236.444,197.628,10,10,71.687,166.74,242.628,553.556
1575,502.246,493.72,551.453,457.643,352.491,492.332,502.246,248.687,,441.815,466.179,478.038,,,236.444,197.258,10,10,71.237,166.74,242.258,553.35
1576,502.229,493.525,551.274,457.284,352.176,492.106,502.229,248.592,,441.615,465.979,477.899,,,236.444,196.888,10,10,70.787,166.74,241.888,553.144
1577,502.213,493.365,551.112,456.924,351.861,491.88,502.213,248.496,,441.415,465.779,477.761,,,235.984,196.518,10,10,70.337,166.696,241.518,552.842
1578,502.197,493.199,550.983,456.565,351.506,491.653,502.197,248.4,,441.215,465.579,477.622,,,235.523,196.148,10,10,69.887,165.908,241.148,552.54
1579,502.18,493.025,550.815,456.206,351.151,491.427,502.18,248.304,,441.015,465.379,477.484,,,235.062,195.778,10,10,69.437,165.121,240.778,552.238
1580,502.164,492.871,550.644,455.846,350.796,491.201,502.164,248.209,,440.815,465.179,477.345,,,234.602,195.408,10,10,68.987,164.334,240.408,551.936
1581,502.148,492.693,550.455,455.487,350.481,490.975,502.148,248.113,,440.615,464.979,477.207,,,234.141,195.038,10,10,68.537,163.573,240.038,551.634
1582,501.912,492.519,550.282,455.148,350.166,490.748,501.912,248.017,,440.415,464.779,477.068,,,233.681,194.668,10,10,68.087,162.813,239.668,551.332
1583,501.633,492.331,550.103,454.808,349.851,490.522,501.633,247.921,,440.215,464.579,476.93,,,233.22,194.298,10,10,67.637,162.053,239.298,551.03
1584,501.354,492.193,549.969,454.469,349.535,490.296,501.354,247.826,,440.015,464.379,476.792,,,232.759,193.928,10,10,67.187,161.293,238.928,550.728
1585,501.075,491.997,549.832,454.13,349.22,490.07,501.075,247.73,,439.815,464.179,476.654,,,232.759,193.558,10,10,66.737,160.505,238.558,550.426
1586,500.796,491.822,549.665,453.79,348.865,489.843,500.796,247.634,,439.615,463.979,476.516,,,232.759,193.188,10,10,66.287,159.718,238.188,550.124
1587,500.517,491.63,549.519,453.431,348.511,489.617,500.517,247.538,,439.415,463.779,476.378,,,232.759,192.818,10,10,65.837,158.93,237.818,549.822
1588,500.222,491.428,549.364,453.072,348.156,489.391,500.222,247.443,,439.215,463.579,476.24,,,232.587,192.448,10,10,65.387,158.143,237.448,549.52
1589,499.926,491.267,549.205,452.713,347.841,489.165,499.926,247.347,,439.015,463.379,476.102,,,232.414,192.078,10,10,64.937,157.084,237.078,549.218
1590,499.631,491.08,549.021,452.353,347.525,488.939,499.631,247.251,,438.815,463.179,475.964,,,232.241,191.708,10,10,64.487,156.025,236.708,548.916
1591,499.335,490.895,548.834,451.994,347.21,488.712,499.335,247.155,,438.615,462.979,475.826,,,232.069,191.338,10,10,64.037,154.966,236.338,548.614
1592,499.04,490.685,548.651,451.655,346.895,488.486,499.04,246.836,,438.415,462.779,475.689,,,231.896,190.968,10,10,63.587,153.907,235.968,548.312
1593,498.745,490.53,548.478,451.315,346.58,488.26,498.745,246.517,,438.215,462.579,475.551,,,231.723,190.598,10,10,63.137,152.848,235.598,548.01
1594,498.449,490.346,548.332,450.976,346.225,488.034,498.449,246.198,,438.015,462.379,475.414,,,231.55,190.228,10,10,62.687,151.79,235.228,547.708
1595,498.154,490.145,548.164,450.637,345.87,487.807,498.154,245.879,,437.815,462.179,475.276,,,231.378,189.858,10,10,62.237,150.731,234.858,547.406
1596,497.843,489.938,547.99,450.297,345.515,487.581,497.843,245.56,,437.615,461.979,475.139,,,231.176,189.488,10,10,61.787,149.645,234.488,547.104
1597,497.466,489.737,547.847,449.958,345.2,487.356,497.466,245.24,,437.415,461.779,475.001,,,230.975,189.118,10,10,61.337,148.559,234.118,546.802
1598,497.088,489.595,547.675,449.579,344.885,487.257,497.088,244.474,,437.215,461.579,474.864,,,230.773,188.748,10,10,60.887,147.472,233.748,546.5
1599,496.711,489.419,547.477,449.2,344.57,487.132,496.711,243.708,,437.015,461.379,474.727,,,229.737,188.378,10,10,60.437,146.386,233.378,546.198
1600,496.334,489.249,547.339,448.82,344.254,487.033,496.334,242.942,,436.815,461.179,474.59,,,228.7,188.008,10,10,59.987,145.327,233.008,545.896
1601,495.94,489.05,547.134,448.441,343.939,486.934,495.94,242.176,,436.615,460.979,474.453,,,227.664,187.638,10,10,59.537,144.269,232.638,545.594
1602,495.546,488.881,546.977,448.062,343.584,486.835,495.546,241.41,,436.415,460.779,474.316,,,226.628,187.268,10,10,59.087,143.21,232.268,545.292
1603,495.153,488.737,546.829,447.723,343.23,486.736,495.153,240.644,,436.215,460.579,474.179,,,225.591,186.898,10,10,58.637,142.151,231.898,544.99
1604,494.759,488.541,546.674,447.383,342.914,486.638,494.759,239.878,,436.015,460.379,474.042,,,224.555,186.528,10,10,58.187,141.092,231.528,544.688
1605,494.365,488.381,546.507,447.044,342.599,486.539,494.365,239.112,,435.815,460.179,473.905,,,223.518,186.158,10,10,57.737,140.033,231.158,544.386
1606,493.971,488.199,546.339,446.705,342.284,486.44,493.971,238.346,,435.615,459.979,473.768,,,222.482,185.788,10,10,57.287,138.974,230.788,544.084
1607,493.594,488.037,546.201,446.365,341.969,486.341,493.594,237.581,,435.415,459.779,473.632,,,222.194,185.418,10,10,56.837,138.413,230.418,543.782
1608,493.217,487.872,546.061,446.006,341.653,486.242,493.217,236.815,,435.215,459.579,473.495,,,221.906,185.048,10,10,56.387,138.195,230.048,543.48
1609,492.839,487.669,545.869,445.647,341.338,486.144,492.839,236.049,,435.015,459.379,473.359,,,221.618,184.678,10,10,55.937,137.315,229.678,543.178
1610,492.462,487.465,545.737,445.287,340.983,486.045,492.462,235.283,,434.815,459.179,473.222,,,221.331,184.308,10,10,55.487,136.259,229.308,542.876
1611,492.085,487.319,545.586,444.928,340.629,485.946,492.085,234.517,,434.615,458.979,473.086,,,221.043,183.938,10,10,55.037,136.042,228.938,542.574
1612,491.708,487.095,545.453,444.569,340.313,485.847,491.708,233.751,,434.415,458.779,472.949,,,220.755,183.568,10,10,54.587,135.825,228.568,542.272
1613,491.33,486.956,545.271,444.549,339.998,485.744,491.33,232.985,,434.215,458.579,472.813,,,220.467,183.198,10,10,54.137,135.608,228.198,541.97
1614,490.936,486.751,545.1,444.529,339.683,485.631,490.936,232.219,,434.015,458.379,472.677,,,220.467,182.828,10.038,10,53.687,135.392,227.828,541.668
1615,490.543,486.557,544.902,444.509,339.367,485.518,490.543,232.123,,433.815,458.179,472.541,,,220.467,182.458,10.087,10,53.237,135.202,227.458,541.366
1616,490.149,486.368,544.731,444.489,339.052,485.405,490.149,232.027,,433.615,457.979,472.405,,,220.467,182.088,10.136,10,52.787,135.012,227.088,541.064
1617,489.755,486.211,544.586,444.469,338.697,485.292,489.755,231.931,,433.414,457.779,472.269,,,220.467,181.718,10.184,10,52.337,134.823,226.718,540.762
1618,489.362,485.985,544.401,444.469,338.343,485.179,489.362,231.867,,433.214,457.578,472.133,,,220.208,181.348,10.233,10,51.887,134.633,226.348,540.46
1619,488.968,485.836,544.217,444.469,337.988,485.08,488.968,231.804,,433.014,457.378,471.997,,,219.949,180.978,10.282,10,51.437,134.416,225.978,540.158
1620,488.574,485.648,544.068,444.469,337.673,484.972,488.574,231.74,,432.814,457.178,471.862,,,219.69,180.608,10.331,10,50.987,134.2,225.608,539.856
1621,488.181,485.427,543.883,444.469,337.357,484.859,488.181,231.644,,432.614,456.978,471.726,,,219.402,180.238,10.38,10,50.537,133.983,225.238,539.554
1622,487.787,485.279,543.684,444.469,337.042,484.76,487.787,231.548,,432.414,456.778,471.591,,,219.114,179.868,10.429,10,50.087,133.793,224.868,539.252
1623,487.393,485.074,543.5,444.449,336.727,484.661,487.393,231.453,,432.214,456.578,471.455,,,218.826,179.498,10.478,10,49.637,133.604,224.498,538.95
1624,486.999,484.914,543.341,444.429,336.412,484.563,486.999,231.357,,432.014,456.378,471.32,,,218.538,179.128,10.527,10,49.187,133.414,224.128,538.648
1625,486.606,484.734,543.155,444.409,336.057,484.464,486.606,231.261,,431.814,456.178,471.184,,,218.25,178.758,10.576,10,48.737,133.225,223.758,538.346
1626,486.228,484.596,543.025,444.389,335.702,484.365,486.228,231.165,,431.614,455.978,471.049,,,217.962,178.388,10.625,10,48.287,133.008,223.388,538.044
1627,485.851,484.42,542.838,444.369,335.348,484.266,485.851,231.07,,431.414,455.778,470.913,,,217.675,178.018,10.674,10,47.837,132.791,223.018,537.742
1628,485.474,484.226,542.677,444.329,335.032,484.167,485.474,230.974,,431.214,455.578,470.778,,,217.387,177.648,10.723,10,47.387,132.574,222.648,537.44
1629,485.096,484.014,542.506,444.289,334.717,484.075,485.096,230.878,,431.014,455.378,470.643,,,216.869,177.278,10.772,10,46.937,132.358,222.278,537.138
1630,484.719,483.828,542.374,444.25,334.402,483.976,484.719,230.782,,430.814,455.178,470.508,,,216.35,176.908,10.821,10,46.487,132.358,221.908,536.836
1631,484.342,483.626,542.235,444.21,334.086,483.878,484.342,230.687,,430.614,454.978,470.373,,,215.832,176.538,10.87,10,46.037,132.358,221.538,536.534
1632,484.145,483.409,542.054,444.17,333.771,483.779,484.145,230.591,,430.414,454.778,470.238,,,215.285,176.168,10.918,10,45.587,132.358,221.168,536.232
1633,483.948,483.249,541.906,444.15,333.416,483.681,483.948,230.495,,430.214,454.578,470.103,,,214.738,175.798,10.967,10,45.137,132.358,220.798,535.93
1634,483.751,483.077,541.755,444.13,333.062,483.681,483.751,230.399,,430.014,454.378,469.968,,,214.191,175.428,11.016,10,44.687,132.358,220.428,535.628
1635,483.554,482.944,541.565,444.11,332.707,483.681,483.554,230.304,,429.814,454.178,469.834,,,213.644,175.058,11.065,10,44.237,132.358,220.058,535.326
1636,483.357,482.776,541.396,444.09,332.392,483.681,483.357,230.208,,429.614,453.978,469.699,,,213.644,174.688,11.114,10,43.787,132.358,219.688,535.045
1637,483.161,482.597,541.235,444.07,332.076,483.681,483.161,229.729,,429.414,453.778,469.565,,,213.644,174.318,11.163,10,43.337,132.358,219.318,535.017
1638,482.964,482.4,541.098,444.07,331.761,483.681,482.964,229.25,,429.214,453.578,469.43,,,213.644,173.948,11.212,10,42.887,132.358,218.948,534.959
1639,482.767,482.235,540.957,444.07,331.446,483.681,482.767,228.772,,429.014,453.378,469.296,,,213.644,173.578,11.261,10,42.437,132.358,218.578,534.932
1640,482.57,482.047,540.754,444.07,331.131,483.681,482.57,228.293,,428.814,453.178,469.161,,,213.644,173.208,11.31,10,41.987,132.358,218.208,534.905
1641,482.373,481.858,540.556,444.07,330.776,483.681,482.373,227.814,,428.614,452.978,469.027,,,213.644,172.838,11.359,10,41.537,132.358,217.838,534.877
1642,482.176,481.695,540.401,444.07,330.421,483.681,482.176,227.335,,428.414,452.778,468.892,,,213.644,172.468,11.408,10,41.087,131.981,217.468,534.85
1643,481.979,481.49,540.247,444.07,330.106,483.681,481.979,226.857,,428.214,452.578,468.758,,,213.184,172.098,11.457,10,40.637,130.946,217.098,534.822
1644,481.783,481.325,540.055,444.05,329.791,483.681,481.783,226.378,,428.014,452.378,468.624,,,212.723,171.728,11.506,10,40.187,130.734,216.728,534.795
1645,481.586,481.154,539.921,444.03,329.475,483.681,481.586,225.899,,427.814,452.178,468.49,,,212.263,171.358,11.555,10,39.737,130.521,216.358,534.768
1646,481.389,480.948,539.72,444.01,329.16,483.681,481.389,225.42,,427.614,451.978,468.356,,,211.802,170.988,11.603,10,39.287,130.309,215.988,534.74
1647,481.192,480.755,539.569,443.99,328.845,483.681,481.192,224.942,,427.414,451.778,468.222,,,211.341,170.618,11.652,10,38.837,130.123,215.618,534.713
1648,480.995,480.597,539.395,443.97,328.53,483.681,480.995,224.463,,427.214,451.578,468.088,,,210.881,170.248,11.701,10,38.387,129.937,215.248,534.685
1649,480.798,480.445,539.244,443.711,328.175,483.681,480.798,223.984,,427.014,451.378,467.954,,,210.42,169.878,11.75,10,37.937,129.751,214.878,534.658
1650,480.601,480.268,539.042,443.451,327.82,483.681,480.601,223.505,,426.814,451.178,467.821,,,209.96,169.508,11.799,10,37.487,129.565,214.508,534.631
1651,480.421,480.1,538.876,443.192,327.505,483.681,480.421,223.027,,426.614,450.978,467.687,,,209.96,169.138,11.848,10,37.037,129.353,214.138,534.603
1652,480.24,479.908,538.672,442.932,327.19,483.681,480.24,222.548,,426.414,450.778,467.554,,,209.96,168.768,11.897,10,36.587,129.141,213.768,534.576
1653,480.06,479.723,538.519,442.673,326.874,483.681,480.06,222.069,,426.214,450.578,467.42,,,209.96,168.398,11.946,10,36.137,128.928,213.398,534.548
1654,479.879,479.531,538.357,442.433,326.559,483.681,479.879,221.59,,426.014,450.378,467.287,,,209.787,168.028,11.995,10,35.687,128.716,213.028,534.514
1655,479.699,479.318,538.223,442.194,326.244,483.681,479.699,221.112,,425.814,450.178,467.153,,,209.614,167.658,12.044,10,35.237,128.53,212.658,534.48
1656,479.519,479.156,538.063,441.954,325.889,483.681,479.519,220.633,,425.614,449.978,467.02,,,209.441,167.288,12.093,10,34.787,128.344,212.288,534.446
1657,479.305,478.963,537.923,441.715,325.534,483.681,479.305,220.154,,425.414,449.778,466.886,,,209.269,166.918,12.142,10,34.337,128.158,211.918,534.411
1658,479.092,478.827,537.791,441.475,325.18,483.681,479.092,219.675,,425.214,449.578,466.753,,,209.096,166.548,12.191,10,33.887,127.972,211.548,534.377
1659,478.879,478.671,537.647,441.216,324.864,483.662,478.879,219.197,,425.014,449.378,466.62,,,208.923,166.178,12.24,10,33.437,127.76,211.178,534.343
1660,478.666,478.511,537.451,440.956,324.549,483.565,478.666,218.718,,424.814,449.178,466.487,,,208.75,165.808,12.289,10,32.987,127.547,210.808,534.309
1661,478.452,478.353,537.311,440.697,324.234,483.468,478.452,218.239,,424.614,448.978,466.354,,,208.578,165.438,12.337,10,32.537,127.335,210.438,534.274
1662,478.239,478.171,537.121,440.437,323.919,483.371,478.239,217.76,,424.414,448.778,466.221,,,208.376,165.068,12.386,10,32.087,127.122,210.068,534.24
1663,478.059,477.995,536.977,440.178,323.603,483.275,478.059,217.665,,424.214,448.578,466.088,,,208.175,164.698,12.435,10,31.637,127.122,209.698,534.206
1664,477.878,477.789,536.782,439.918,323.249,483.275,477.878,217.569,,424.014,448.378,465.955,,,207.973,164.328,12.484,10,31.187,126.994,209.328,534.172
1665,477.698,477.627,536.604,439.659,322.894,483.275,477.698,217.473,,423.814,448.178,465.823,,,206.937,163.958,12.533,10,30.737,126.398,208.958,534.138
1666,477.459,477.434,536.43,439.399,322.539,483.275,477.459,217.378,,423.614,447.978,465.69,,,205.9,163.588,12.582,10,30.287,125.802,208.588,534.103
1667,477.18,477.252,536.236,439.14,322.224,483.275,477.18,217.314,,423.414,447.778,465.558,,,204.864,163.218,12.631,10,29.837,125.206,208.218,534.069
1668,476.901,477.04,536.103,438.88,321.909,483.275,476.901,217.25,,423.214,447.578,465.425,,,203.828,162.848,12.68,10,29.387,124.637,207.848,534.035
1669,476.606,476.885,535.933,438.621,321.593,483.275,476.606,217.186,,423.014,447.378,465.293,,,202.791,162.478,12.729,10,28.937,124.068,207.478,534.007
1670,476.31,476.661,535.793,438.361,321.278,483.275,476.31,217.09,,422.814,447.178,465.16,,,201.755,162.108,12.778,10,28.487,123.499,207.108,533.98
1671,476.015,476.48,535.658,438.102,320.963,483.275,476.015,216.995,,422.614,446.978,465.028,,,200.719,161.738,12.827,10,28.037,122.876,206.738,533.953
1672,475.719,476.314,535.482,437.842,320.608,483.275,475.719,216.899,,422.414,446.778,464.895,,,199.682,161.368,12.876,10,27.587,122.253,206.368,533.925
1673,475.424,476.165,535.317,437.583,320.253,483.275,475.424,216.803,,422.214,446.578,464.763,,,199.394,160.998,12.925,10.029,27.137,121.63,205.998,533.898
1674,475.128,475.997,535.138,437.323,319.899,483.275,475.128,216.707,,422.014,446.378,464.631,,,199.107,160.628,12.974,10.078,26.687,121.007,205.628,533.87
1675,475.048,475.802,534.959,437.064,319.583,483.258,475.048,216.612,,421.814,446.178,464.499,,,198.819,160.258,13.023,10.127,26.237,120.438,205.258,533.843
1676,474.772,475.604,534.759,436.804,319.268,483.188,474.772,216.516,,421.614,445.978,464.367,,,198.531,159.888,13.071,10.176,25.787,119.869,204.888,533.816
1677,474.756,475.434,534.612,436.545,318.953,483.118,474.756,216.42,,421.414,445.778,464.235,,,198.243,159.518,13.12,10.225,25.337,119.3,204.518,533.788
1678,474.6,475.237,534.41,436.285,318.638,483.047,474.6,216.324,,421.214,445.578,464.103,,,197.955,159.148,13.169,10.274,24.887,118.731,204.148,533.761
1679,474.306,475.038,534.275,436.046,318.322,482.977,474.306,216.229,,421.014,445.378,463.971,,,197.667,158.778,13.218,10.323,24.437,118.135,203.778,533.733
1680,474.012,474.845,534.11,435.806,317.968,482.907,474.012,216.133,,420.814,445.178,463.84,,,197.667,158.408,13.267,10.372,23.987,117.539,203.408,533.706
1681,473.718,474.662,533.961,435.567,317.613,482.836,473.718,216.037,,420.614,444.978,463.708,,,197.667,158.038,13.316,10.421,23.537,116.943,203.038,533.679
1682,473.425,474.465,533.819,435.327,317.258,482.766,473.425,215.941,,420.414,444.778,463.577,,,197.667,157.668,13.365,10.47,23.087,116.347,202.668,533.651
1683,473.131,474.245,533.673,435.088,316.943,482.695,473.131,215.846,,420.214,444.578,463.445,,,197.667,157.298,13.414,10.519,22.637,115.806,202.298,533.624
1684,472.837,474.04,533.505,434.848,316.628,482.625,472.837,215.75,,420.014,444.378,463.314,,,197.408,156.928,13.463,10.568,22.187,115.264,201.928,533.589
1685,472.821,473.861,533.307,434.608,316.312,482.555,472.821,215.654,,419.814,444.178,463.182,,,197.149,156.558,13.512,10.617,21.737,114.722,201.558,533.555
1686,472.804,473.682,533.168,434.369,315.997,482.484,472.804,215.335,,419.614,443.978,463.051,,,196.89,156.188,13.564,10.666,21.287,114.153,201.188,533.521
1687,472.788,473.546,532.975,434.129,315.682,482.414,472.788,215.016,,419.414,443.778,462.919,,,196.602,155.818,13.615,10.715,20.837,113.584,200.818,533.487
1688,472.772,473.395,532.781,433.89,315.327,482.344,472.772,214.697,,419.214,443.578,462.788,,,196.314,155.448,13.667,10.763,20.387,113.015,200.448,533.453
1689,472.755,473.196,532.618,433.65,314.972,482.273,472.755,214.377,,419.014,443.378,462.657,,,196.026,155.078,13.719,10.812,19.937,112.447,200.078,533.418
1690,472.739,473.022,532.481,433.391,314.657,482.203,472.739,214.058,,418.814,443.178,462.526,,,195.738,154.708,13.771,10.861,19.487,111.878,199.708,533.384
1691,472.739,472.86,532.318,433.131,314.342,482.082,472.739,213.739,,418.614,442.978,462.395,,,195.451,154.338,13.823,10.91,19.037,111.309,199.338,533.35
1692,472.739,472.707,532.186,432.872,314.027,481.658,472.739,212.973,,418.414,442.778,462.264,,,195.163,153.968,13.875,10.959,18.587,110.74,198.968,533.316
1693,472.739,472.52,532.01,432.612,313.711,481.234,472.739,212.207,,418.214,442.578,462.133,,,194.875,153.598,13.926,11.008,18.137,110.171,198.598,533.281
1694,472.739,472.33,531.849,432.353,313.396,480.809,472.739,211.441,,418.014,442.378,462.002,,,194.587,153.228,13.978,11.057,17.687,109.602,198.228,533.247
1695,472.739,472.147,531.688,432.113,313.081,480.385,472.739,210.675,,417.814,442.178,461.871,,,194.069,152.858,14.03,11.106,17.237,109.033,197.858,533.213
1696,472.739,471.992,531.531,431.874,312.726,479.961,472.739,209.909,,417.614,441.978,461.741,,,193.551,152.488,14.082,11.155,16.787,108.464,197.488,533.179
1697,472.723,471.858,531.363,431.634,312.371,479.537,472.723,209.143,,417.414,441.778,461.61,,,193.032,152.118,14.134,11.204,16.337,107.895,197.118,533.144
1698,472.706,471.701,531.174,431.395,312.056,479.113,472.706,208.377,,417.214,441.578,461.48,,,192.485,151.748,14.185,11.253,15.887,107.354,196.748,533.11
1699,472.69,471.556,530.979,431.155,311.741,478.689,472.69,207.611,,417.013,441.378,461.349,,,191.938,151.378,14.237,11.302,15.437,106.812,196.378,533.083
1700,472.674,471.381,530.81,430.896,311.425,478.264,472.674,206.845,,416.813,441.177,461.219,,,191.391,151.008,14.289,11.351,14.987,106.27,196.008,533.055
1701,472.657,471.171,530.66,430.636,311.11,477.84,472.657,206.079,,416.613,440.977,461.088,,,190.844,150.638,14.341,11.4,14.537,105.728,195.638,533.028
1702,472.641,471.021,530.455,430.377,310.795,477.416,472.641,205.313,,416.413,440.777,460.958,,,190.844,150.268,14.393,11.449,14.087,105.593,195.268,533
1703,472.608,470.83,530.253,430.117,310.44,476.992,472.608,204.547,,416.213,440.577,460.828,,,190.844,149.898,14.444,11.497,13.637,105.457,194.898,532.973
1704,472.576,470.672,530.067,429.858,310.085,476.568,472.576,203.781,,416.013,440.377,460.698,,,190.844,149.528,14.496,11.546,13.187,105.322,194.528,532.946
